College,Degree,Regulation,Branch,Specialization,Semester,Subject Code,Subject Name,Subject Type,Credits,Theory/Lab,Is Compulsory,Is Elective,Elective Group,Credit Source,Credit Status,Verification Status,Source URL,Source Document,Notes
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,6,2305308,Software Project Management,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Software-Project-Management.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,6,2305309,Data Analytics & Visualization,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Data-Analytics.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,6,23OE601,Renewable Energy Sources (EEE),OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Open-Electives.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,6,23OE602,Robotics & Automation (MECH),OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Open-Electives.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,6,23OE603,Air Pollution & Control (CIVIL),OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective I,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Open-Electives.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,2305113,Deep Learning & Neural Architectures,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Deep-Learning.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,2305114,Big Data Analytics,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Big-Data.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,2305211,Deep Learning Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,DL-Lab.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,2305801,Project Work Phase I / Industrial Internship,PROJECT,3.0,Project,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Project-Phase-I.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,2305310,DevOps & Continuous Integration,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective III,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,DevOps.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,2305311,Blockchain Architecture & Web3,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective III,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Blockchain.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,2305312,Quantum Computing Fundamentals,PROFESSIONAL_ELECTIVE,3.0,Theory,False,True,Professional Elective III,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Quantum.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,23OE701,Disaster Management & Safety,OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Open-Electives.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,7,23OE702,Electric Vehicle Technology (EEE),OPEN_ELECTIVE,3.0,Theory,False,True,Open Elective II,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Open-Electives.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,8,2305802,Capstone Major Project Work Phase II & Internship,PROJECT,10.0,Project,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Project-Phase-II.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,Core Computer Science,8,2305803,Comprehensive Professional Viva Voce,COMPULSORY_THEORY,2.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,Comprehensive-Viva.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23HS101,Communicative English,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23HS101-COMMUNICATIVE ENGLISH.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23BS103,Engineering Physics,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23BS103-ENGINEERING PHYSICS.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23BS101,Linear Algebra & Calculus,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23BS101-LINEAR ALGEBRA & CALCULUS.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23ES101,Basic Civil & Mechanical Engineering,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23ES101-BCME.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23ES103,Introduction to Programming,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23ES103-INTRODUCTION TO PROGRAMMING.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23ES203,Computer Programming Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23ES203-C PROGRAMMING LAB.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23BS201,Engineering Physics Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23BS201-ENGINEERING PHYSICS LAB.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23ES201,Engineering Workshop,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23ES201-ENGG WORKSHOP.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23ES202,IT Workshop,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23ES202- IT WORKSHOP LAB.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,1,23HS01,"Health and Wellness, Yoga & Sports",SKILL_COURSE,0.5,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23HS01-HEALTH-WELLNESS.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,23BS102,Differential Equations & Vector Calculus,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23BS102-DIFFERENTIAL EQUATIONS.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,23BS104,Applied Chemistry,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23BS104-APPLIED CHEMISTRY.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,2305101,Data Structures,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,2305101-DATA STRUCTURES.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,23ES104,Basic Electrical & Electronics Engineering,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23ES104-BEEE.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,23ES102,Engineering Graphics,COMPULSORY_THEORY,3.0,Theory,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23ES102-ENGINEERING GRAPHICS.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,23HS201,Communicative English Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23HS201-COMMUNICATIVE ENGLISH LAB.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,23BS202,Applied Chemistry Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23BS202-APPLIED CHEMISTRY LAB.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,23ES204,Electrical & Electronics Engineering Workshop,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23ES204-EEE-WS.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,2305201,Data Structures Lab,COMPULSORY_LAB,1.5,Lab,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,2305201-DATA STRUCTURES LAB.pdf,
Raghu Engineering College,B.Tech,AR23,CSE,AI & ML,2,23HS02,NSS/NCC/Scouts & Guides/Community Service,SKILL_COURSE,0.5,Skill,True,False,,official_course_structure,confirmed,official_verified,https://www.raghuenggcollege.com/cse-dept/cse-course-structure/,23HS02-NCC-NSS.pdf,
